generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1770715472-gUsOeQdyBnvliuIiRBlE,2026-02-10 09:24:32.032,0.020487,0.02,-0.000826,0,0,4022,43,0,3061,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,1283,999,,subcult-corp
gen-1770715459-sYI2FQw7dR0dZuIHe959,2026-02-10 09:24:19.208,0.02155,0.02,,0,0,4336,100,0,0,google/gemini-2.5-flash,Google,standard,false,true,,MAX_TOKENS,length,871,391,,subcult-corp
gen-1770715449-qFQjiP6f7FoWnPfvaRPF,2026-02-10 09:24:09.206,0.021523,0.02,,0,0,4519,67,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,580,287,,subcult-corp
gen-1770715440-Tg2PuEks921udcXzSa13,2026-02-10 09:24:00.161,0.021389,0.02,,0,0,4458,21,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,799,596,,subcult-corp
gen-1770715271-rR55wbfe6EG6Xx9TK1C5,2026-02-10 09:21:11.740,0.021489,0.02,,0,0,4647,38,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,860,441,,subcult-corp
gen-1770715260-UGrWPt6Za9DSnsX0h5UY,2026-02-10 09:21:00.648,0.021727,0.02,,0,0,5390,44,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,591,412,,subcult-corp
gen-1770715249-mf9jC4xVm8OIliVDC88g,2026-02-10 09:20:49.785,0.021477,0.02,,0,0,4541,46,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,2912,2520,,subcult-corp
gen-1770715241-MHk5eF4iaCcSvXbYSf3Z,2026-02-10 09:20:41.369,0.021509,0.02,,0,0,4791,29,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,529,305,,subcult-corp
gen-1770715227-9sIJAupNYuGYc79HHCrW,2026-02-10 09:20:27.464,0.021306,0.02,,0,0,4022,40,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,735,497,,subcult-corp
gen-1770715218-XpzQwsgOR2FXGAae6eym,2026-02-10 09:20:18.238,0.021381,0.02,,0,0,4163,53,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,262,226,,subcult-corp
gen-1770715208-0yPaK11aNjLrtpCvufJa,2026-02-10 09:20:08.315,0.021193,0.02,,0,0,3638,41,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,990,633,,subcult-corp
gen-1770715196-j224tL4teTd9VkSToWOm,2026-02-10 09:19:56.134,0.021367,0.02,,0,0,4118,53,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,708,337,,subcult-corp
gen-1770715179-AOAyLZnVhU2MEw2Q2sOT,2026-02-10 09:19:39.790,0.021172,0.02,,0,0,3575,40,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,642,327,,subcult-corp
gen-1770715170-qYauWLU2dazWWByStuql,2026-02-10 09:19:30.383,0.021254,0.02,,0,0,3866,38,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,678,408,,subcult-corp
gen-1770715158-ATz5L9XN8rZNjuw4kjfw,2026-02-10 09:19:18.287,0.021583,0.02,,0,0,4752,63,0,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,843,432,,subcult-corp
gen-1770713528-2U9mmfWUjTnElZweTN80,2026-02-10 08:52:08.671,0.087085,,,0,0,17382,7,0,0,anthropic/claude-4.6-opus-20260205,Google,standard,false,true,,stop,stop,775,733,OpenClaw,subcorp-openclaw
gen-1770713517-zWxhQlEwGj5gCFAWnk9H,2026-02-10 08:51:57.646,0.088125,,,0,0,16985,128,26,0,anthropic/claude-4.6-opus-20260205,Google,standard,false,true,,stop,stop,4257,1405,OpenClaw,subcorp-openclaw
gen-1770713511-nVY3ZWN9Vg4j0Touxi1g,2026-02-10 08:51:50.530,0.004846,,,,0,12022,496,204,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,4609,1661,OpenClaw,subcorp-openclaw
gen-1770713498-cw92OaNCy7iNpObfRYjt,2026-02-10 08:51:38.774,0.084785,,,0,0,14797,432,31,0,anthropic/claude-4.6-opus-20260205,Google,standard,false,true,,tool_calls,tool_calls,7113,2006,OpenClaw,subcorp-openclaw
gen-1770711429-IFwWG0Rt0VD0X2NMv6xW,2026-02-10 08:17:09.270,0.004709,,,,0,11756,473,280,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,3539,1792,OpenClaw,subcorp-openclaw
gen-1770711420-kyINc2RfHVshhxQnZsbq,2026-02-10 08:16:59.950,0.084285,,,0,0,14672,437,30,0,anthropic/claude-4.6-opus-20260205,Google,standard,false,true,,tool_calls,tool_calls,6611,1460,OpenClaw,subcorp-openclaw
gen-1770710881-VmmObWtULu86GhQwpVTK,2026-02-10 08:08:01.709,0.003349,,,,0,10324,101,51,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,968,829,OpenClaw,subcorp-openclaw
gen-1770710875-kk31gGiqqFQi4uaACIRo,2026-02-10 08:07:55.237,0.077335,,,0,0,14672,159,46,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,4866,2216,OpenClaw,subcorp-openclaw
gen-1770710694-MkDwkBCSjBnU8bPI0gJN,2026-02-10 08:04:54.634,0.004157,,,,0,10618,389,188,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,3102,1874,OpenClaw,subcorp-openclaw
gen-1770710688-usFFWXj9HE4VTwJjcx1w,2026-02-10 08:04:48.408,0.078425,,,0,0,14700,197,124,0,anthropic/claude-4.6-opus-20260205,Google,standard,false,true,,tool_calls,tool_calls,5052,775,OpenClaw,subcorp-openclaw
gen-1770710682-KZ8oEsIqMTHOldbHPyZH,2026-02-10 08:04:42.356,0.003736,,,,0,10297,259,128,0,google/gemini-2.5-flash,Google,standard,false,true,,STOP,stop,2853,1963,OpenClaw,subcorp-openclaw
gen-1770710674-IHnjB5r11LzrjSzwzXIi,2026-02-10 08:04:34.024,0.080455,,,0,0,14711,276,31,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_calls,tool_calls,5329,2379,OpenClaw,subcorp-openclaw
